latitude,longitude,street_address,state,city,Zip Code,country,id,open_date,fuel_type_code
36.59171,-82.261227,416 Pinnacle Parkway,TN,Bristol,37620,US,102414,2017-09-01,ELEC
35.038644,-85.19593,1001 Airport Road,TN,Chattanooga,37421,US,102415,2014-09-01,ELEC
36.155817,-85.515186,377 West Jackson Street,TN,Cookeville,38501,US,102416,2018-07-23,ELEC
36.018436,-87.333018,100 Barzani Blvd,TN,Dickson,37055,US,102417,2018-07-23,ELEC
35.66042,-88.855619,56 Casey Jones Lane,TN,Jackson,38305,US,102418,2016-12-01,ELEC
35.901319,-84.149634,10936 Parkside Dr,TN,Knoxville,37934,US,102419,2015-04-01,ELEC
35.458629,-86.057393,2224 Hillsboro Blvd.,TN,Manchester,37355,US,102420,2018-07-23,ELEC
35.097801,-89.858957,6073 Park Avenue,TN,Memphis,38119,US,102421,2016-12-01,ELEC
35.156368,-89.867466,1101 John A. Denie Dr,TN,Memphis,38134,US,102655,2018-09-01,ELEC
36.03643,-86.797484,3 Cadillac Dr,TN,Brentwood,37027,US,103077,2018-09-20,ELEC
35.80497669596536,-83.98941890744015,2055 Alcoa Hwy,TN,Alcoa,37701,US,104586,2014-01-01,ELEC
36.044988,-86.774068,2000 Health Park Dr,TN,Brentwood,37027,US,104587,2018-02-01,ELEC
35.02970504600989,-85.30593766137696,310 E 20th St,TN,Chattanooga,37408,US,104588,2015-01-01,ELEC
36.525861,-87.361493,133 Commerce St,TN,Clarksville,37040,US,104591,2017-01-01,ELEC
36.065339,-87.386541,236 Cowan Rd,TN,Dickson,37055,US,104592,2016-05-01,ELEC
35.918324,-86.833177,1129 Murfreesboro Rd,TN,Franklin,37064,US,104593,2014-01-01,ELEC
35.936008,-86.827124,1550 W McEwen Dr,TN,Franklin,37067,US,104594,2015-01-01,ELEC
35.08896,-89.80219,7825 US-72,TN,Germantown,38138,US,104595,2015-08-01,ELEC
35.914452,-84.112427,9901 Sherrill Blvd,TN,Knoxville,37932,US,104596,2015-01-01,ELEC
35.933079,-84.015922,6730 Paper Mill Dr,TN,Knoxville,37919,US,104599,2015-01-01,ELEC
35.88315568187158,-84.3025944761963,1824 Woodlawn Rd,TN,Lenoir City,37771,US,104600,2014-01-01,ELEC
35.802582,-84.262589,404 US-321,TN,Lenoir City,37771,US,104602,2017-01-01,ELEC
35.0488029503098,-89.98090376322938,2491 Winchester Rd,TN,Memphis,38116,US,104603,2014-01-01,ELEC
35.866934,-86.449001,3050 Medical Center Pkwy,TN,Murfreesboro,37129,US,104604,2011-01-01,ELEC
35.102057,-85.235075,4501 Amnicola Hwy,TN,Chattanooga,37406,US,104917,2018-11-24,ELEC
36.15142052533904,-86.81668020370485,One Park Plaza,TN,Nashville,37203,US,105044,2019-11-27,ELEC
36.14971387324612,-86.81877232673646,One Park Plaza,TN,Nashville,37203,US,105045,2018-10-01,ELEC
36.15220020175303,-86.81565023544312,One Park Plaza,TN,Nashville,37203,US,105046,2018-10-01,ELEC
36.130669,-86.667492,2 Terminal Dr,TN,Nashville,37214,US,105377,2018-12-19,ELEC
36.0439915,-86.6480986,201 Crossings Pl,TN,Antioch,37013,US,115575,2017-11-29,ELEC
36.0448739,-86.6479546,210 Crossings Pl,TN,Antioch,37013,US,115576,2017-10-05,ELEC
36.163439,-85.615665,600 Lance Dr,TN,Baxter,38544,US,115577,2018-02-01,ELEC
35.0517332,-85.3113814,400 Chestnut St,TN,Chattanooga,37402,US,115578,2018-05-25,ELEC
35.0512209,-85.3124976,407 Chestnut St,TN,Chattanooga,37402,US,115579,2018-03-26,ELEC
35.051119,-85.311229,434 Chestnut St,TN,Chattanooga,37402,US,115580,2016-11-16,ELEC
36.5930397,-87.2863968,"3020 Mr. ""C"" Dr",TN,Clarksville,37040,US,115581,2017-10-02,ELEC
36.596445,-87.277796,451 Alfred Thun Rd,TN,Clarksville,37040,US,115582,2016-03-07,ELEC
35.985032,-85.010353,2444 Genesis Rd,TN,Crossville,38571,US,115584,2016-03-18,ELEC
36.0221579,-87.3347879,1085 E Christi Dr,TN,Dickson,37055,US,115585,2018-03-12,ELEC
35.9559429,-86.8054694,107 International Dr,TN,Franklin,37067,US,115586,2018-02-12,ELEC
35.952404,-86.813731,7141 South Springs Dr,TN,Franklin,37067,US,115587,2016-11-03,ELEC
35.959448,-86.800246,9150 Carothers Pkwy,TN,Franklin,37067,US,115588,2017-07-17,ELEC
36.2712,-85.7953,7316 Granville Hwy,TN,Granville,38564,US,115589,2018-10-15,ELEC
36.163621,-82.83095900000001,111 N Main St,TN,Greeneville,37743,US,115590,2017-02-16,ELEC
35.127276,-85.246608,4820 Hixson Pike,TN,Hixson,37343,US,115591,2018-05-02,ELEC
35.66221,-88.861765,1324 Vann Dr,TN,Jackson,38305,US,115592,2018-06-19,ELEC
36.549767,-82.525923,1229 E Stone Dr,TN,Kingsport,37660,US,115593,2017-05-15,ELEC
36.506546,-82.568279,1901 Meadowview Pkwy,TN,Kingsport,37664,US,115594,2017-07-05,ELEC
35.9623888,-83.923282,531 Henley St,TN,Knoxville,37902,US,115595,2017-09-05,ELEC
35.9131838,-84.1068105,9621 Parkside Dr,TN,Knoxville,37922,US,115596,2017-11-22,ELEC
35.98178,-83.613345,3422 Adventure Ln,TN,Kodak,37764,US,115597,2014-12-30,ELEC
35.142409,-90.051998,149 Union Ave,TN,Memphis,38103,US,115598,2016-07-15,ELEC
35.203262,-89.778509,2839 New Brunswick Rd,TN,Memphis,38133,US,115599,2017-07-07,ELEC
35.196114,-89.797391,7905 Giacosa Pl,TN,Memphis,38133,US,115600,2017-03-01,ELEC
35.20374,-89.775131,8635 US-64,TN,Memphis,38133,US,115601,2017-08-30,ELEC
35.8644112,-86.4508482,1335 Conference Center Boulevard,TN,Murfreesboro,37129,US,115602,2017-10-19,ELEC
36.159949,-86.777271,121 4th Ave S,TN,Nashville,37201,US,115603,2017-04-17,ELEC
36.150445,-86.79679,1907 Broadway,TN,Nashville,37203,US,115605,2017-09-26,ELEC
36.163688,-86.782274,231 6th Ave N,TN,Nashville,37219,US,115606,2016-03-21,ELEC
36.212449,-86.696838,2800 Opryland Dr,TN,Nashville,37214,US,115608,2016-07-15,ELEC
36.152491,-86.784039,401 11th Ave S,TN,Nashville,37203,US,115609,2018-07-12,ELEC
36.1420023,-86.7013478,733 Briley Pkwy,TN,Nashville,37217,US,115610,2018-02-09,ELEC
36.15033,-86.781542,901 Division St,TN,Nashville,37203,US,115611,2017-06-08,ELEC
35.920625,-83.252367,1500 Pinnacles Way,TN,Newport,37821,US,115612,2015-06-15,ELEC
35.809438,-83.576405,119 Christmas Tree Ln,TN,Pigeon Forge,37863,US,115613,2015-08-31,ELEC
35.802613,-83.568554,130 The Island Dr,TN,Pigeon Forge,37863,US,115614,2016-04-14,ELEC
35.821495,-83.578399,2134 Parkway,TN,Pigeon Forge,37863,US,115615,2016-04-14,ELEC
35.81792,-83.501509,2149 Seaton Springs Rd,TN,Sevierville,37862,US,115616,2015-07-08,ELEC
35.975191,-86.577625,990 Colonnade Dr,TN,Smyrna,37167,US,115617,2017-07-17,ELEC
35.678761,-83.782354,7140 E Lamar Alexander Pkwy,TN,Townsend,37882,US,115618,2017-03-22,ELEC
35.385701,-86.231766,1922 N Jackson St,TN,Tullahoma,37388,US,115619,2017-04-26,ELEC
35.687809,-83.86247,1471 W Millers Cove Rd,TN,Walland,37886,US,115620,2015-06-04,ELEC
36.554146,-86.237929,100-B Mallard Sunrise Dr,TN,Westmoreland,37186,US,115621,2014-11-26,ELEC
35.200297,-86.0943006,1602 Dinah Shore Blvd,TN,Winchester,37398,US,115622,2018-05-10,ELEC
36.142179,-86.739249,610 Murfreesboro Pike,TN,Nashville,37210,US,116720,2019-01-04,ELEC
36.151278,-86.855062,5500 Charlotte Pike,TN,Nashville,37209,US,117616,2019-02-02,ELEC
35.909186,-84.122148,10117 Parkside Dr,TN,Knoxville,37922,US,117698,2019-02-06,ELEC
36.052522,-86.656983,5264 Hickory Hollow Pl,TN,Nashville,37013,US,117699,2019-02-06,ELEC
36.167275,-86.777527,101 James Robertson Pkwy,TN,Nashville,37201,US,117772,2019-02-09,ELEC
36.298253,-88.310053,235 Tyson Ave,TN,Paris,38242,US,118930,2019-03-01,ELEC
36.067571,-86.630697,2501 Forest View Dr,TN,Nashville,37013,US,121675,2019-04-24,ELEC
36.59519,-87.2897,3050 Wilma Rudolph Blvd,TN,Clarksville,37040,US,121800,2018-08-30,ELEC
36.13346,-85.50762,1177 Sams Street,TN,Cookeville,38506,US,121803,2018-10-26,ELEC
35.92626,-84.06107,8445 Walbrook Drive,TN,Knoxville,37923,US,121808,2019-04-26,ELEC
35.66807,-88.85308,2196 Emporium Drive,TN,Jackson,38305,US,121811,2019-04-26,ELEC
35.20177,-89.79382,2755 North Germantown Parkway,TN,Memphis,38133,US,121816,2018-07-20,ELEC
35.0825,-85.06368,5588 Little Debbie Parkway,TN,Ooltewah,37363,US,121818,2018-08-23,ELEC
35.33,-89.87,5722 Integrity Dr,TN,Millington,38053,US,122148,2019-02-01,ELEC
35.338945,-89.86969,5722 Integrity Dr,TN,Millington,38053,US,122149,2019-02-01,ELEC
35.33,-89.87,5722 Integrity Dr,TN,Millington,38053,US,122150,2019-02-01,ELEC
35.33,-89.87,5722 Integrity Dr,TN,Millington,38053,US,122151,2019-02-01,ELEC
35.33,-89.87,5722 Integrity Dr,TN,Millington,38053,US,122152,2019-02-01,ELEC
35.33,-89.87,5722 Integrity Dr,TN,Millington,38053,US,122153,2019-02-01,ELEC
35.332599,-89.880914,Kittyhawk Ave,TN,Millington,38053,US,122154,2019-02-01,ELEC
36.13295,-85.50475,1131 S Jefferson Ave,TN,Cookeville,38506,US,122547,2019-01-31,ELEC
36.188956,-86.797155,100 French Landing Dr,TN,Nashville,37228,US,122548,2019-01-29,ELEC
35.933369,-83.915176,201 Ogle Ave,TN,Knoxville,37920,US,122755,2015-03-01,ELEC
35.801853,-83.563944,2815 Teaster Ln,TN,Pigeon Forge,37863,US,123152,2019-04-01,ELEC
35.843499,-86.435147,300 River Rock Blvd,TN,Murfreesboro,37128,US,123329,2019-05-01,ELEC
35.205106,-89.801697,7850 US Highway 64,TN,Bartlett,38133,US,123452,2019-03-01,ELEC
35.69242,-83.533731,107 Park Headquarters Rd,TN,Gatlinburg,37738,US,138543,2019-07-15,ELEC
36.386632,-82.498535,1212 Suncrest Dr,TN,Gray,37615,US,138583,2019-07-30,ELEC
35.955168,-83.914568,140 E Blount Ave,TN,Knoxville,37920,US,145149,2019-09-12,ELEC
35.955201,-83.915992,211 E Blount Ave,TN,Knoxville,37920,US,145150,2019-09-12,ELEC
36.296748,-82.471256,117 Boone St,TN,Jonesborough,37659,US,145555,2019-09-27,ELEC
36.319022,-82.353549,201 N Roan St,TN,Johnson City,37601,US,145557,2019-09-27,ELEC
35.10303,-89.803246,7794 Kings College Ave,TN,Germantown,38138,US,146773,2019-10-10,ELEC
35.94053,-86.81945,3600 Mallory Ln.,TN,Franklin,37067,US,146949,2019-10-12,ELEC
36.081158,-86.951253,7634 US-70S,TN,Nashville,37221,US,146988,2019-10-16,ELEC
36.080881,-86.950813,7640 US-70S,TN,Nashville,37221,US,146989,2019-10-16,ELEC
36.1597061,-86.7885981,210 11th Avenue N,TN,Nashville,37203,US,148476,2019-07-04,ELEC
36.27924,-88.30465,1490 Mineral Wells Ave,TN,Paris,38242,US,149480,2019-05-01,ELEC
36.27924,-88.30465,1490 Mineral Wells Ave,TN,Paris,38242,US,149495,2019-05-01,ELEC
35.996046,-86.525702,100 Sam Ridley Pkwy,TN,Smyrna,37167,US,149536,2019-11-27,ELEC
36.0767,-86.7212,391 Wallace Road,TN,Nashville,37211,US,149537,2019-11-27,ELEC
35.058727,-89.802956,3276 eagle lake drive,TN,Memphis,38119,US,149554,2019-11-27,ELEC
