Date,Zip Code,Model Year,Fuel,Make,Duty,Vehicles
1/1/2020,92220,2007,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90270,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90272,2018,Battery Electric,OTHER/UNK,Light,20
1/1/2020,90274,2018,Battery Electric,OTHER/UNK,Light,24
1/1/2020,90275,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90277,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,90278,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,90280,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90290,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90291,2018,Battery Electric,OTHER/UNK,Light,20
1/1/2020,90292,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2020,90293,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,90294,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90295,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90296,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90266,2018,Battery Electric,OTHER/UNK,Light,22
1/1/2020,90301,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90303,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90304,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90305,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90401,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90402,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2020,90403,2018,Battery Electric,OTHER/UNK,Light,25
1/1/2020,90404,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,90405,2018,Battery Electric,OTHER/UNK,Light,19
1/1/2020,90406,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90501,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,90502,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90503,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2020,90504,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90505,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90302,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90506,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90265,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,90255,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90068,2018,Battery Electric,OTHER/UNK,Light,28
1/1/2020,90069,2018,Battery Electric,OTHER/UNK,Light,15
1/1/2020,90071,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90077,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2020,90078,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90089,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90093,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90094,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,90095,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90201,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90203,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90209,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90210,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2020,90211,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90262,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,90212,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90221,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90222,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90224,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90230,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2020,90232,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,90240,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90241,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90242,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90245,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2020,90247,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90248,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90249,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90250,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90254,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90220,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90601,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90602,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90603,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90745,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90746,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90755,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90802,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90803,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90804,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90805,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,90806,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,90807,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90808,2018,Battery Electric,OTHER/UNK,Light,20
1/1/2020,90810,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90813,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,90814,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90815,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2020,90744,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,91001,2018,Battery Electric,OTHER/UNK,Light,19
1/1/2020,91006,2018,Battery Electric,OTHER/UNK,Light,25
1/1/2020,91007,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,91010,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,91011,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,91012,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,91016,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2020,91020,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,91021,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,91024,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,91030,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2020,91031,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,91040,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,91042,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,91046,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,91003,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90743,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90742,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90740,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90604,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90605,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90606,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90620,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90621,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90623,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90630,2018,Battery Electric,OTHER/UNK,Light,19
1/1/2020,90631,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,90632,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90637,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90638,2018,Battery Electric,OTHER/UNK,Light,15
1/1/2020,90640,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90650,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90670,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90680,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90701,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90703,2018,Battery Electric,OTHER/UNK,Light,24
1/1/2020,90734,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90732,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90731,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90723,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90720,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,90717,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90067,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90716,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90713,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,90712,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,90710,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90706,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90705,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90704,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90715,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90066,2018,Battery Electric,OTHER/UNK,Light,24
1/1/2020,90065,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,90064,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2020,90706,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,90810,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,91732,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,91790,2018,Battery Electric,OTHER/UNK,Heavy,3
1/1/2020,92276,2018,Battery Electric,OTHER/UNK,Heavy,4
1/1/2020,92335,2018,Battery Electric,OTHER/UNK,Heavy,6
1/1/2020,92617,2018,Battery Electric,OTHER/UNK,Heavy,10
1/1/2020,93257,2018,Battery Electric,OTHER/UNK,Heavy,9
1/1/2020,93291,2018,Battery Electric,OTHER/UNK,Heavy,3
1/1/2020,93517,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,93591,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,93625,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,93657,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,93721,2018,Battery Electric,OTHER/UNK,Heavy,5
1/1/2020,90640,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,93723,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,94010,2018,Battery Electric,OTHER/UNK,Heavy,10
1/1/2020,94025,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,94070,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,94080,2018,Battery Electric,OTHER/UNK,Heavy,6
1/1/2020,94124,2018,Battery Electric,OTHER/UNK,Heavy,6
1/1/2020,94143,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,94509,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,94565,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,94901,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,95112,2018,Battery Electric,OTHER/UNK,Heavy,10
1/1/2020,95202,2018,Battery Electric,OTHER/UNK,Heavy,4
1/1/2020,95205,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95353,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95354,2018,Battery Electric,OTHER/UNK,Heavy,4
1/1/2020,93940,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,90250,2018,Battery Electric,OTHER/UNK,Heavy,3
1/1/2020,90095,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,90031,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95050,2018,Battery Electric,NISSAN,Light,13
1/1/2020,95051,2018,Battery Electric,NISSAN,Light,27
1/1/2020,95054,2018,Battery Electric,NISSAN,Light,16
1/1/2020,95060,2018,Battery Electric,NISSAN,Light,12
1/1/2020,95070,2018,Battery Electric,NISSAN,Light,45
1/1/2020,95112,2018,Battery Electric,NISSAN,Light,12
1/1/2020,95117,2018,Battery Electric,NISSAN,Light,11
1/1/2020,95118,2018,Battery Electric,NISSAN,Light,26
1/1/2020,95120,2018,Battery Electric,NISSAN,Light,56
1/1/2020,95121,2018,Battery Electric,NISSAN,Light,14
1/1/2020,95123,2018,Battery Electric,NISSAN,Light,30
1/1/2020,95124,2018,Battery Electric,NISSAN,Light,49
1/1/2020,95125,2018,Battery Electric,NISSAN,Light,26
1/1/2020,95128,2018,Battery Electric,NISSAN,Light,14
1/1/2020,95129,2018,Battery Electric,NISSAN,Light,28
1/1/2020,95130,2018,Battery Electric,NISSAN,Light,17
1/1/2020,95132,2018,Battery Electric,NISSAN,Light,12
1/1/2020,95818,2018,Battery Electric,NISSAN,Light,17
1/1/2020,95762,2018,Battery Electric,NISSAN,Light,14
1/1/2020,95758,2018,Battery Electric,NISSAN,Light,12
1/1/2020,95757,2018,Battery Electric,NISSAN,Light,14
1/1/2020,95630,2018,Battery Electric,NISSAN,Light,23
1/1/2020,95407,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95616,2018,Battery Electric,NISSAN,Light,12
1/1/2020,95404,2018,Battery Electric,NISSAN,Light,12
1/1/2020,95391,2018,Battery Electric,NISSAN,Light,14
1/1/2020,95148,2018,Battery Electric,NISSAN,Light,21
1/1/2020,95138,2018,Battery Electric,NISSAN,Light,21
1/1/2020,95136,2018,Battery Electric,NISSAN,Light,16
1/1/2020,95135,2018,Battery Electric,NISSAN,Light,40
1/1/2020,95472,2018,Battery Electric,NISSAN,Light,20
1/1/2020,91101,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,95448,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95482,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,90026,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,90027,2018,Battery Electric,OTHER/UNK,Light,25
1/1/2020,90028,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90029,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90031,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90032,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90033,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,90034,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,90035,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2020,90036,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2020,90037,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90038,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90039,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,90040,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90025,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2020,90041,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2020,90043,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90044,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,90045,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,90046,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90047,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2020,90048,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2020,90049,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2020,90056,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90057,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,90058,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90059,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90061,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,90062,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90063,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,90042,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,90024,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,90023,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90022,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,95501,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95660,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95672,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95812,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2020,95816,2018,Battery Electric,OTHER/UNK,Heavy,4
1/1/2020,95828,2018,Battery Electric,OTHER/UNK,Heavy,8
1/1/2020,95966,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95968,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,95971,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,96003,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,96056,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,90001,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90002,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90003,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90004,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,90005,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90020,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,90019,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2020,90018,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90017,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,90016,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,90015,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,95457,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2020,90014,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,90012,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,90011,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,90010,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90008,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90007,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,90006,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,90013,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,95037,2018,Battery Electric,NISSAN,Light,22
1/1/2020,91103,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,91105,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2020,92021,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,92023,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92024,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2020,92025,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,92026,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2020,92027,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2020,92028,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,92029,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,92030,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92036,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92037,2018,Battery Electric,OTHER/UNK,Light,27
1/1/2020,92038,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,92040,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,92054,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,92020,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,92056,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,92058,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,92059,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92061,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,92064,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,92065,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2020,92067,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,92069,2018,Battery Electric,OTHER/UNK,Light,15
1/1/2020,92070,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92071,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,92075,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,92078,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,92081,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,92082,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,92083,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,92057,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2020,92084,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,92019,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,92011,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2020,91803,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,91901,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,91902,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,91903,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,91906,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,91910,2018,Battery Electric,OTHER/UNK,Light,19
1/1/2020,91911,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,91912,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,91913,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2020,91914,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,91915,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,91916,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,91921,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,91932,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,92014,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,91934,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,91941,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,91942,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,91944,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,91945,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,91950,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,91962,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,91977,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,91978,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,92003,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,92004,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,92007,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,92008,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,92009,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,92010,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,91935,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92086,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92091,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92101,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,92169,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92173,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,92176,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92192,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,92193,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92195,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92201,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92203,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,92211,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,92220,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,92223,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,92225,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92227,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92231,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,92167,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92234,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,92240,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92241,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92243,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92247,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92251,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,92252,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,92253,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2020,92255,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92256,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92260,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,92261,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92262,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,92263,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92264,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,92236,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2020,92159,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92154,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2020,92150,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92102,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2020,92103,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,92104,2018,Battery Electric,OTHER/UNK,Light,15
1/1/2020,92105,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,92106,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,92107,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,92108,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,92109,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,92110,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,92111,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,92112,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92113,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,92114,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,92115,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2020,92116,2018,Battery Electric,OTHER/UNK,Light,19
1/1/2020,92117,2018,Battery Electric,OTHER/UNK,Light,28
1/1/2020,92118,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,92139,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,92136,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2020,92131,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,92130,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2020,92129,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2020,92128,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2020,91802,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2020,92127,2018,Battery Electric,OTHER/UNK,Light,15
1/1/2020,92124,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2020,92123,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,92122,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2020,92121,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2020,92120,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2020,92119,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2020,92126,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2020,91801,2018,Battery Electric,OTHER/UNK,Light,19
1/1/2020,91792,2018,Battery Electric,OTHER/UNK,Light,9
