Date,Zip Code,Model Year,Fuel,Make,Duty,Vehicles
1/1/2021,92802,2019,Battery Electric,OTHER/UNK,Light,6
1/1/2021,92801,2019,Battery Electric,OTHER/UNK,Light,14
1/1/2021,92782,2019,Battery Electric,OTHER/UNK,Light,30
1/1/2021,92808,2019,Battery Electric,OTHER/UNK,Light,26
1/1/2021,92507,2019,Battery Electric,OTHER/UNK,Light,15
1/1/2021,92506,2019,Battery Electric,OTHER/UNK,Light,18
1/1/2021,92505,2019,Battery Electric,OTHER/UNK,Light,9
1/1/2021,92131,2019,Battery Electric,OTHER/UNK,Light,27
1/1/2021,92130,2019,Battery Electric,OTHER/UNK,Light,20
1/1/2021,92129,2019,Battery Electric,OTHER/UNK,Light,31
1/1/2021,92128,2019,Battery Electric,OTHER/UNK,Light,38
1/1/2021,92127,2019,Battery Electric,OTHER/UNK,Light,44
1/1/2021,92126,2019,Battery Electric,OTHER/UNK,Light,20
1/1/2021,92124,2019,Battery Electric,OTHER/UNK,Light,21
1/1/2021,92123,2019,Battery Electric,OTHER/UNK,Light,22
1/1/2021,92122,2019,Battery Electric,OTHER/UNK,Light,24
1/1/2021,92121,2019,Battery Electric,OTHER/UNK,Light,14
1/1/2021,92120,2019,Battery Electric,OTHER/UNK,Light,30
1/1/2021,92119,2019,Battery Electric,OTHER/UNK,Light,17
1/1/2021,92118,2019,Battery Electric,OTHER/UNK,Light,23
1/1/2021,92117,2019,Battery Electric,OTHER/UNK,Light,42
1/1/2021,92116,2019,Battery Electric,OTHER/UNK,Light,27
1/1/2021,92138,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92139,2019,Battery Electric,OTHER/UNK,Light,15
1/1/2021,92150,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,92154,2019,Battery Electric,OTHER/UNK,Light,25
1/1/2021,92226,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92225,2019,Battery Electric,OTHER/UNK,Light,3
1/1/2021,92223,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92220,2019,Battery Electric,OTHER/UNK,Light,10
1/1/2021,92211,2019,Battery Electric,OTHER/UNK,Light,12
1/1/2021,92210,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92203,2019,Battery Electric,OTHER/UNK,Light,8
1/1/2021,92115,2019,Battery Electric,OTHER/UNK,Light,23
1/1/2021,92202,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,92198,2019,Battery Electric,OTHER/UNK,Light,3
1/1/2021,92195,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,92192,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,92178,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92173,2019,Battery Electric,OTHER/UNK,Light,9
1/1/2021,92172,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92160,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,92201,2019,Battery Electric,OTHER/UNK,Light,7
1/1/2021,92227,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92114,2019,Battery Electric,OTHER/UNK,Light,9
1/1/2021,92111,2019,Battery Electric,OTHER/UNK,Light,30
1/1/2021,92075,2019,Battery Electric,OTHER/UNK,Light,27
1/1/2021,92071,2019,Battery Electric,OTHER/UNK,Light,16
1/1/2021,92070,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92069,2019,Battery Electric,OTHER/UNK,Light,20
1/1/2021,92067,2019,Battery Electric,OTHER/UNK,Light,14
1/1/2021,92065,2019,Battery Electric,OTHER/UNK,Light,26
1/1/2021,92064,2019,Battery Electric,OTHER/UNK,Light,33
1/1/2021,92061,2019,Battery Electric,OTHER/UNK,Light,4
1/1/2021,92058,2019,Battery Electric,OTHER/UNK,Light,11
1/1/2021,92057,2019,Battery Electric,OTHER/UNK,Light,25
1/1/2021,92056,2019,Battery Electric,OTHER/UNK,Light,22
1/1/2021,92055,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92054,2019,Battery Electric,OTHER/UNK,Light,18
1/1/2021,92040,2019,Battery Electric,OTHER/UNK,Light,19
1/1/2021,92039,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92078,2019,Battery Electric,OTHER/UNK,Light,35
1/1/2021,92081,2019,Battery Electric,OTHER/UNK,Light,14
1/1/2021,92082,2019,Battery Electric,OTHER/UNK,Light,17
1/1/2021,92083,2019,Battery Electric,OTHER/UNK,Light,9
1/1/2021,92110,2019,Battery Electric,OTHER/UNK,Light,25
1/1/2021,92109,2019,Battery Electric,OTHER/UNK,Light,33
1/1/2021,92108,2019,Battery Electric,OTHER/UNK,Light,19
1/1/2021,92107,2019,Battery Electric,OTHER/UNK,Light,36
1/1/2021,92106,2019,Battery Electric,OTHER/UNK,Light,15
1/1/2021,92105,2019,Battery Electric,OTHER/UNK,Light,12
1/1/2021,92104,2019,Battery Electric,OTHER/UNK,Light,17
1/1/2021,92113,2019,Battery Electric,OTHER/UNK,Light,10
1/1/2021,92103,2019,Battery Electric,OTHER/UNK,Light,44
1/1/2021,92101,2019,Battery Electric,OTHER/UNK,Light,28
1/1/2021,92093,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92091,2019,Battery Electric,OTHER/UNK,Light,16
1/1/2021,92088,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92086,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92085,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92084,2019,Battery Electric,OTHER/UNK,Light,24
1/1/2021,92102,2019,Battery Electric,OTHER/UNK,Light,12
1/1/2021,92230,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92231,2019,Battery Electric,OTHER/UNK,Light,3
1/1/2021,92234,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92377,2019,Battery Electric,OTHER/UNK,Light,4
1/1/2021,92376,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92374,2019,Battery Electric,OTHER/UNK,Light,11
1/1/2021,92373,2019,Battery Electric,OTHER/UNK,Light,25
1/1/2021,92372,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92371,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92365,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92359,2019,Battery Electric,OTHER/UNK,Light,3
1/1/2021,92356,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92354,2019,Battery Electric,OTHER/UNK,Light,10
1/1/2021,92352,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92346,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92345,2019,Battery Electric,OTHER/UNK,Light,9
1/1/2021,92344,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92342,2019,Battery Electric,OTHER/UNK,Light,4
1/1/2021,92382,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92386,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92391,2019,Battery Electric,OTHER/UNK,Light,4
1/1/2021,92392,2019,Battery Electric,OTHER/UNK,Light,6
1/1/2021,92504,2019,Battery Electric,OTHER/UNK,Light,16
1/1/2021,92503,2019,Battery Electric,OTHER/UNK,Light,26
1/1/2021,92502,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92501,2019,Battery Electric,OTHER/UNK,Light,15
1/1/2021,92415,2019,Battery Electric,OTHER/UNK,Light,6
1/1/2021,92411,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,92410,2019,Battery Electric,OTHER/UNK,Light,3
1/1/2021,92339,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92408,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92405,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92404,2019,Battery Electric,OTHER/UNK,Light,17
1/1/2021,92401,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92399,2019,Battery Electric,OTHER/UNK,Light,7
1/1/2021,92397,2019,Battery Electric,OTHER/UNK,Light,3
1/1/2021,92395,2019,Battery Electric,OTHER/UNK,Light,15
1/1/2021,92394,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92407,2019,Battery Electric,OTHER/UNK,Light,11
1/1/2021,92337,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92336,2019,Battery Electric,OTHER/UNK,Light,23
1/1/2021,92335,2019,Battery Electric,OTHER/UNK,Light,4
1/1/2021,92274,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92270,2019,Battery Electric,OTHER/UNK,Light,24
1/1/2021,92264,2019,Battery Electric,OTHER/UNK,Light,24
1/1/2021,92262,2019,Battery Electric,OTHER/UNK,Light,27
1/1/2021,92260,2019,Battery Electric,OTHER/UNK,Light,16
1/1/2021,92257,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,92256,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92276,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92254,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92252,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,92251,2019,Battery Electric,OTHER/UNK,Light,8
1/1/2021,92248,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92243,2019,Battery Electric,OTHER/UNK,Light,8
1/1/2021,92241,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92240,2019,Battery Electric,OTHER/UNK,Light,9
1/1/2021,92236,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92253,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92037,2019,Battery Electric,OTHER/UNK,Light,41
1/1/2021,92277,2019,Battery Electric,OTHER/UNK,Light,8
1/1/2021,92284,2019,Battery Electric,OTHER/UNK,Light,16
1/1/2021,92325,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92324,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92322,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92321,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92320,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92317,2019,Battery Electric,OTHER/UNK,Light,3
1/1/2021,92316,2019,Battery Electric,OTHER/UNK,Light,6
1/1/2021,92282,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92315,2019,Battery Electric,OTHER/UNK,Light,5
1/1/2021,92313,2019,Battery Electric,OTHER/UNK,Light,4
1/1/2021,92311,2019,Battery Electric,OTHER/UNK,Light,3
1/1/2021,92310,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92308,2019,Battery Electric,OTHER/UNK,Light,13
1/1/2021,92307,2019,Battery Electric,OTHER/UNK,Light,7
1/1/2021,92305,2019,Battery Electric,OTHER/UNK,Light,1
1/1/2021,92301,2019,Battery Electric,OTHER/UNK,Light,6
1/1/2021,92314,2019,Battery Electric,OTHER/UNK,Light,2
1/1/2021,91701,2018,Battery Electric,TESLA,Light,59
1/1/2021,94121,2017,Battery Electric,TESLA,Light,19
1/1/2021,91606,2018,Battery Electric,TESLA,Light,26
1/1/2021,90606,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2021,90605,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90604,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,90603,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,90602,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90601,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,90506,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90505,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,90504,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90503,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2021,90502,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2021,90501,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2021,90408,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90406,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,90405,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2021,90607,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90620,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90621,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90623,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,90712,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,90710,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90706,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90705,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90704,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2021,90703,2018,Battery Electric,OTHER/UNK,Light,24
1/1/2021,90701,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90404,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2021,90680,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,90650,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,90640,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,90638,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,90637,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90632,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90631,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2021,90630,2018,Battery Electric,OTHER/UNK,Light,31
1/1/2021,90670,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,90713,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90403,2018,Battery Electric,OTHER/UNK,Light,20
1/1/2021,90401,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,90262,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2021,90255,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2021,90254,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,90250,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90249,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90248,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90247,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2021,90245,2018,Battery Electric,OTHER/UNK,Light,15
1/1/2021,90242,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,90241,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90240,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,90232,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2021,90231,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90230,2018,Battery Electric,OTHER/UNK,Light,19
1/1/2021,90224,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90265,2018,Battery Electric,OTHER/UNK,Light,15
1/1/2021,90266,2018,Battery Electric,OTHER/UNK,Light,20
1/1/2021,90267,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90270,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,90304,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90303,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90302,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90301,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90296,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90294,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90293,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,90402,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2021,90292,2018,Battery Electric,OTHER/UNK,Light,22
1/1/2021,90290,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90280,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,90278,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,90277,2018,Battery Electric,OTHER/UNK,Light,26
1/1/2021,90275,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2021,90274,2018,Battery Electric,OTHER/UNK,Light,25
1/1/2021,90272,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2021,90291,2018,Battery Electric,OTHER/UNK,Light,28
1/1/2021,90222,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,90714,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90716,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,91201,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,91118,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2021,91114,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91108,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,91107,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2021,91106,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2021,91105,2018,Battery Electric,OTHER/UNK,Light,20
1/1/2021,91104,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2021,91103,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,91102,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91101,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,91066,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91046,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91042,2018,Battery Electric,OTHER/UNK,Light,7
1/1/2021,91041,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91202,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,91203,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,91204,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2021,91205,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,91308,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91307,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2021,91306,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2021,91304,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,91303,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,91302,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2021,91301,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,91040,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,91226,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91221,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91217,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91214,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,91210,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,91208,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,91207,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,91206,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2021,91225,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90715,2018,Battery Electric,OTHER/UNK,Light,16
1/1/2021,91031,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,91024,2018,Battery Electric,OTHER/UNK,Light,11
1/1/2021,90803,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90802,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90755,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90746,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,90745,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90744,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90743,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,90742,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90740,2018,Battery Electric,OTHER/UNK,Light,14
1/1/2021,90734,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90732,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2021,90731,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90723,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,90720,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2021,90717,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90804,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90805,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90806,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,90807,2018,Battery Electric,OTHER/UNK,Light,20
1/1/2021,91021,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91020,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2021,91016,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2021,91012,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,91011,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,91010,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,91007,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,91030,2018,Battery Electric,OTHER/UNK,Light,24
1/1/2021,91006,2018,Battery Electric,OTHER/UNK,Light,25
1/1/2021,91001,2018,Battery Electric,OTHER/UNK,Light,17
1/1/2021,90815,2018,Battery Electric,OTHER/UNK,Light,18
1/1/2021,90814,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90813,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,90812,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90810,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2021,90808,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2021,91003,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,91311,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,90221,2018,Battery Electric,OTHER/UNK,Light,9
1/1/2021,90212,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2021,95124,2018,Battery Electric,NISSAN,Light,46
1/1/2021,95123,2018,Battery Electric,NISSAN,Light,27
1/1/2021,95121,2018,Battery Electric,NISSAN,Light,11
1/1/2021,95120,2018,Battery Electric,NISSAN,Light,54
1/1/2021,95118,2018,Battery Electric,NISSAN,Light,27
1/1/2021,95112,2018,Battery Electric,NISSAN,Light,11
1/1/2021,95070,2018,Battery Electric,NISSAN,Light,45
1/1/2021,95066,2018,Battery Electric,NISSAN,Light,11
1/1/2021,95060,2018,Battery Electric,NISSAN,Light,12
1/1/2021,95054,2018,Battery Electric,NISSAN,Light,14
1/1/2021,95051,2018,Battery Electric,NISSAN,Light,27
1/1/2021,95050,2018,Battery Electric,NISSAN,Light,12
1/1/2021,95037,2018,Battery Electric,NISSAN,Light,21
1/1/2021,95035,2018,Battery Electric,NISSAN,Light,47
1/1/2021,95032,2018,Battery Electric,NISSAN,Light,20
1/1/2021,95125,2018,Battery Electric,NISSAN,Light,23
1/1/2021,95128,2018,Battery Electric,NISSAN,Light,11
1/1/2021,95129,2018,Battery Electric,NISSAN,Light,28
1/1/2021,95130,2018,Battery Electric,NISSAN,Light,16
1/1/2021,90706,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2021,90031,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2021,95818,2018,Battery Electric,NISSAN,Light,13
1/1/2021,95762,2018,Battery Electric,NISSAN,Light,14
1/1/2021,95758,2018,Battery Electric,NISSAN,Light,14
1/1/2021,95757,2018,Battery Electric,NISSAN,Light,18
1/1/2021,95020,2018,Battery Electric,NISSAN,Light,12
1/1/2021,95630,2018,Battery Electric,NISSAN,Light,23
1/1/2021,95472,2018,Battery Electric,NISSAN,Light,20
1/1/2021,95391,2018,Battery Electric,NISSAN,Light,15
1/1/2021,95148,2018,Battery Electric,NISSAN,Light,21
1/1/2021,95138,2018,Battery Electric,NISSAN,Light,21
1/1/2021,95136,2018,Battery Electric,NISSAN,Light,12
1/1/2021,95135,2018,Battery Electric,NISSAN,Light,38
1/1/2021,95132,2018,Battery Electric,NISSAN,Light,12
1/1/2021,95616,2018,Battery Electric,NISSAN,Light,11
1/1/2021,91732,2018,Battery Electric,OTHER/UNK,Heavy,2
1/1/2021,95014,2018,Battery Electric,NISSAN,Light,45
1/1/2021,94952,2018,Battery Electric,NISSAN,Light,12
1/1/2021,94513,2018,Battery Electric,NISSAN,Light,11
1/1/2021,94501,2018,Battery Electric,NISSAN,Light,18
1/1/2021,94404,2018,Battery Electric,NISSAN,Light,30
1/1/2021,94403,2018,Battery Electric,NISSAN,Light,20
1/1/2021,94402,2018,Battery Electric,NISSAN,Light,15
1/1/2021,94306,2018,Battery Electric,NISSAN,Light,16
1/1/2021,94303,2018,Battery Electric,NISSAN,Light,23
1/1/2021,94116,2018,Battery Electric,NISSAN,Light,14
1/1/2021,94087,2018,Battery Electric,NISSAN,Light,42
1/1/2021,94086,2018,Battery Electric,NISSAN,Light,17
1/1/2021,94070,2018,Battery Electric,NISSAN,Light,29
1/1/2021,94062,2018,Battery Electric,NISSAN,Light,21
1/1/2021,94061,2018,Battery Electric,NISSAN,Light,15
1/1/2021,94044,2018,Battery Electric,NISSAN,Light,12
1/1/2021,94043,2018,Battery Electric,NISSAN,Light,22
1/1/2021,94530,2018,Battery Electric,NISSAN,Light,20
1/1/2021,94536,2018,Battery Electric,NISSAN,Light,48
1/1/2021,94538,2018,Battery Electric,NISSAN,Light,32
1/1/2021,94539,2018,Battery Electric,NISSAN,Light,83
1/1/2021,94941,2018,Battery Electric,NISSAN,Light,12
1/1/2021,94708,2018,Battery Electric,NISSAN,Light,11
1/1/2021,94611,2018,Battery Electric,NISSAN,Light,14
1/1/2021,94602,2018,Battery Electric,NISSAN,Light,19
1/1/2021,94588,2018,Battery Electric,NISSAN,Light,25
1/1/2021,94587,2018,Battery Electric,NISSAN,Light,24
1/1/2021,94583,2018,Battery Electric,NISSAN,Light,17
1/1/2021,95008,2018,Battery Electric,NISSAN,Light,24
1/1/2021,94582,2018,Battery Electric,NISSAN,Light,40
1/1/2021,94566,2018,Battery Electric,NISSAN,Light,24
1/1/2021,94563,2018,Battery Electric,NISSAN,Light,13
1/1/2021,94560,2018,Battery Electric,NISSAN,Light,21
1/1/2021,94555,2018,Battery Electric,NISSAN,Light,36
1/1/2021,94552,2018,Battery Electric,NISSAN,Light,14
1/1/2021,94550,2018,Battery Electric,NISSAN,Light,11
1/1/2021,94541,2018,Battery Electric,NISSAN,Light,14
1/1/2021,94568,2018,Battery Electric,NISSAN,Light,46
1/1/2021,90220,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,92335,2018,Battery Electric,OTHER/UNK,Heavy,6
1/1/2021,93517,2018,Battery Electric,OTHER/UNK,Heavy,1
1/1/2021,90059,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90058,2018,Battery Electric,OTHER/UNK,Light,3
1/1/2021,90057,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90056,2018,Battery Electric,OTHER/UNK,Light,2
1/1/2021,90049,2018,Battery Electric,OTHER/UNK,Light,22
1/1/2021,90048,2018,Battery Electric,OTHER/UNK,Light,15
1/1/2021,90047,2018,Battery Electric,OTHER/UNK,Light,4
1/1/2021,90046,2018,Battery Electric,OTHER/UNK,Light,20
1/1/2021,90045,2018,Battery Electric,OTHER/UNK,Light,13
1/1/2021,90044,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90043,2018,Battery Electric,OTHER/UNK,Light,6
1/1/2021,90042,2018,Battery Electric,OTHER/UNK,Light,25
1/1/2021,90041,2018,Battery Electric,OTHER/UNK,Light,21
1/1/2021,90040,2018,Battery Electric,OTHER/UNK,Light,1
1/1/2021,90039,2018,Battery Electric,OTHER/UNK,Light,12
1/1/2021,90061,2018,Battery Electric,OTHER/UNK,Light,10
1/1/2021,90062,2018,Battery Electric,OTHER/UNK,Light,5
1/1/2021,90063,2018,Battery Electric,OTHER/UNK,Light,8
1/1/2021,90064,2018,Battery Electric,OTHER/UNK,Light,23
1/1/2021,90211,2018,Battery Electric,OTHER/UNK,Light,6
