latitude,longitude,street_address,state,city,zip,country,id,open_date,fuel_type_code
43.724622,-72.6158105,5890 VT Rte 12,VT,Barnard,05031,US,116038,2015-03-30,ELEC
44.0187028,-73.1648974,25 Stewart Ln,VT,Middlebury,05753,US,116055,2015-05-12,ELEC
42.878851,-73.193283,215 Pleasant St,VT,Bennington,05201,US,67656,2015-06-03,ELEC
42.939592,-72.849029,14 Valley View Rd,VT,Dover,05356,US,116041,2015-08-19,ELEC
43.9998755,-73.1680785,115 Porter Drive,VT,Middlebury,05753,US,147915,2015-09-11,ELEC
44.428787,-73.21022,1620 Shelburne Rd,VT,South Burlington,05403,US,70948,2015-10-01,ELEC
44.496799,-73.155891,802 College Pkwy,VT,Colchester,05446,US,70949,2015-10-01,ELEC
44.5160304,-73.1826831,163 Acorn Lane,VT,Colchester,05446,US,222028,2015-10-07,ELEC
43.2969146,-72.4816823,95 Main Street,VT,Springfield,05156,US,148049,2015-10-19,ELEC
43.1671505,-73.0687762,3967 Main St,VT,Manchester,05255,US,116053,2015-10-29,ELEC
44.429634,-73.210235,1600 Shelburne Rd,VT,South Burlington,05403,US,71112,2015-11-01,ELEC
44.46286,-73.179308,222 Dorset Street,VT,South Burlington,05403,US,102482,2015-11-01,ELEC
43.14583724442635,-72.83913930290225,8701 VT Route 30,VT,Rawsonville,05155,US,71497,2015-11-01,ELEC
43.172567,-72.609107,92 Main St,VT,Grafton,05146,US,116043,2015-11-04,ELEC
44.186915,-72.878125,1912 Millbrook Rd,VT,Waitsfield,05673,US,116065,2015-11-11,ELEC
43.573814,-72.966623,4318 Middle Rd,VT,Rutland,05701,US,105395,2015-12-01,ELEC
42.8790599,-72.5757799,455 West River Road,VT,Brattleboro,05301,US,255190,2015-12-09,ELEC
42.8773634,-73.197735,205 South Street,VT,Bennington,05201,US,148067,2015-12-21,ELEC
44.34450669,-73.1098938,369 C V U Road,VT,Hinesburg,05461,US,195305,2015-12-21,ELEC
44.529851,-72.781125,7412 Mountain Rd,VT,Stowe,05672,US,116061,2015-12-23,ELEC
42.891331,-72.56675,19 Fleischer Lane,VT,Brattleboro,05301,US,99079,2016-01-01,ELEC
44.136201,-72.894005,102 Forest Dr,VT,Warren,05674,US,116066,2016-01-05,ELEC
44.200762,-72.506533,322 N Main St,VT,Barre,05641,US,72392,2016-01-08,ELEC
44.0127652,-73.1716718,12 Mill St.,VT,Middlebury,05753,US,147912,2016-02-06,ELEC
42.9227178,-72.8948477,183 Gatehouse Trl,VT,Wilmington,05363,US,116069,2016-02-11,ELEC
44.277465,-72.425021,16 Mill St,VT,Plainfield,05667,US,74288,2016-03-01,ELEC
44.47573,-73.194945,81 Carrigan Drive,VT,Burlington,05405,US,73915,2016-03-02,ELEC
43.724818,-72.589373,452 Royalton Turnpike,VT,Barnard,05031,US,116037,2016-03-02,ELEC
42.879058,-72.575782,455 W River Rd,VT,Brattleboro,05301,US,129332,2016-04-01,ELEC
44.33178931,-72.75389117,103 S Main St,VT,Waterbury,05676,US,147898,2016-05-02,ELEC
