latitude,longitude,street_address,state,city,zip,country,id,open_date,fuel_type_code
34.789404,-77.402415,1408 Western Blvd,NC,Jacksonville,28546,US,166781,2010-01-01,ELEC
35.778416,-78.64347,285 W Hargett St,NC,Raleigh,27601,US,39016,2010-10-15,ELEC
35.77435,-78.642287,215 W Cabarrus St,NC,Raleigh,27601,US,39017,2011-02-15,ELEC
35.93784,-79.99629,1810 S Main St,NC,High Point,27260,US,47012,2011-03-15,ELEC
34.634487,-78.997134,1949 Roberts Ave,NC,Lumberton,28358,US,40069,2011-03-15,ELEC
35.39209,-80.62277,967 Concord Pkwy S,NC,Concord,28027,US,47122,2011-03-15,ELEC
35.39209,-80.62277,967 Concord Pkwy S,NC,Concord,28027,US,40066,2011-03-15,ELEC
35.93784,-79.99629,1810 S Main St,NC,High Point,27260,US,40068,2011-03-15,ELEC
35.04196,-78.95652,4559 Raeford Rd,NC,Fayetteville,28304,US,40067,2011-03-15,ELEC
36.06368,-79.50374,1329 Huffman Mill Rd,NC,Burlington,27215,US,43877,2011-04-01,ELEC
36.06368,-79.50374,1329 Huffman Mill Rd,NC,Burlington,27215,US,43876,2011-04-01,ELEC
35.92353,-78.599883,11408 Raven Ridge Rd,NC,Raleigh,27614,US,41553,2011-05-25,ELEC
35.772881,-78.638502,1 E Lenoir St,NC,Raleigh,27601,US,40745,2011-07-17,ELEC
35.772619,-78.641492,128 W South St,NC,Raleigh,27601,US,40747,2011-07-17,ELEC
35.77937,-78.638203,117 S Wilmington St,NC,Raleigh,27601,US,40751,2011-07-17,ELEC
35.97079,-78.95668,3930 Chapel Hill Blvd,NC,Durham,27707,US,46407,2011-08-01,ELEC
35.223874,-80.846273,435 S Tryon St,NC,Charlotte,28202,US,42927,2011-08-08,ELEC
36.009999,-78.921405,1907 W Markham Ave,NC,Durham,27705,US,40854,2011-08-15,ELEC
35.294913,-82.432913,1875 Spartanburg Hwy,NC,Hendersonville,28792,US,48045,2011-08-31,ELEC
35.774724,-78.640402,431 S Salisbury St,NC,Raleigh,27601,US,86120,2011-09-20,ELEC
35.71922,-78.629588,1422 Mechanical Blvd,NC,Garner,27529,US,86124,2011-09-29,ELEC
35.511376,-82.600756,555 Brevard Rd,NC,Asheville,28806,US,86129,2011-10-20,ELEC
36.390045,-79.000328,25 Burlington Rd,NC,Roxboro,27573,US,86127,2011-10-25,ELEC
36.309215,-78.409358,602 Raleigh Rd,NC,Henderson,27536,US,86121,2011-10-28,ELEC
35.774673,-78.677792,1791 Varsity Dr,NC,Raleigh,27606,US,64755,2011-10-31,ELEC
35.773958,-78.803281,1020 W Chatham St,NC,Cary,27511,US,86123,2011-11-03,ELEC
35.767483,-78.563464,808 Bus Way,NC,Raleigh,27610,US,42402,2011-11-14,ELEC
35.779082,-78.641779,201 W Morgan St,NC,Raleigh,27601,US,42396,2011-11-14,ELEC
35.788789,-78.573106,630 Beacon Lake Dr,NC,Raleigh,27610,US,42401,2011-11-14,ELEC
35.800443,-78.663445,2401 Wade Ave,NC,Raleigh,27607,US,42400,2011-11-14,ELEC
35.862603,-78.643641,5910 Whittier Dr,NC,Raleigh,27609,US,42399,2011-11-14,ELEC
35.767483,-78.563464,808 Bus Way,NC,Raleigh,27610,US,42403,2011-11-14,ELEC
35.760503,-78.625345,950 Peterson St,NC,Raleigh,27610,US,42398,2011-11-14,ELEC
35.884757,-78.564544,4690 Simms Creek Rd,NC,Raleigh,27616,US,86126,2011-11-16,ELEC
34.803916,-77.4468,2637 Gum Branch Rd,NC,Jacksonville,28540,US,86122,2011-11-17,ELEC
35.823796,-78.752235,701 SAS Campus Dr,NC,Cary,27513,US,50688,2011-11-30,ELEC
35.316931,-82.461565,411 N Church St,NC,Hendersonville,28792,US,47007,2011-12-01,ELEC
35.619218,-82.320192,102 Montreat Rd,NC,Black Mountain,28711,US,47189,2011-12-15,ELEC
35.226655,-80.840749,150 N College St,NC,Charlotte,28202,US,104202,2011-12-31,ELEC
35.525966,-82.927696,185 Freedlander Dr,NC,Clyde,28721,US,47121,2012-01-03,ELEC
35.167774,-80.742259,6901 E Independence Blvd,NC,Charlotte,28227,US,47117,2012-01-31,ELEC
36.179741,-80.275364,5795 University Pkwy,NC,Winston-Salem,27105,US,47048,2012-01-31,ELEC
35.167774,-80.742259,6901 E Independence Blvd,NC,Charlotte,28227,US,47118,2012-01-31,ELEC
35.75623,-77.97586,4170 Raleigh Rd Pkwy,NC,Wilson,27896,US,47047,2012-01-31,ELEC
34.24769,-77.865815,5501 Market St,NC,Wilmington,28405,US,47045,2012-01-31,ELEC
35.111292,-80.881867,9215 S Blvd,NC,Charlotte,28273,US,47119,2012-01-31,ELEC
35.111292,-80.881867,9215 S Blvd,NC,Charlotte,28273,US,47120,2012-01-31,ELEC
34.24769,-77.865815,5501 Market St,NC,Wilmington,28405,US,47044,2012-01-31,ELEC
36.179741,-80.275364,5795 University Pkwy,NC,Winston-Salem,27105,US,47049,2012-01-31,ELEC
35.75623,-77.97586,4170 Raleigh Rd Pkwy,NC,Wilson,27896,US,47046,2012-01-31,ELEC
36.339936,-76.244936,1712 N Rd St,NC,Elizabeth City,27909,US,47131,2012-01-31,ELEC
35.467117,-80.872205,18615 Statesville Rd,NC,Cornelius,28031,US,47124,2012-01-31,ELEC
36.339936,-76.244936,1712 N Rd St,NC,Elizabeth City,27909,US,47130,2012-01-31,ELEC
36.149969,-81.202184,1933 US Highway 421B,NC,Wilkesboro,28697,US,47043,2012-01-31,ELEC
35.70458,-79.781748,1635 E Dixie Dr,NC,Asheboro,27203,US,47184,2012-01-31,ELEC
35.70458,-79.781748,1635 E Dixie Dr,NC,Asheboro,27203,US,47185,2012-01-31,ELEC
35.547866,-82.599474,629 Brevard Rd,NC,Asheville,28806,US,47186,2012-01-31,ELEC
35.547866,-82.599474,629 Brevard Rd,NC,Asheville,28806,US,47187,2012-01-31,ELEC
36.222859,-81.63402,135 Innovation Dr,NC,Boone,28607,US,47190,2012-01-31,ELEC
36.222859,-81.63402,135 Innovation Dr,NC,Boone,28607,US,47191,2012-01-31,ELEC
35.73859,-78.81293,2100 Auto Park Blvd,NC,Cary,27511,US,47192,2012-01-31,ELEC
35.73859,-78.81293,2100 Auto Park Blvd,NC,Cary,27511,US,47193,2012-01-31,ELEC
35.467117,-80.872205,18615 Statesville Rd,NC,Cornelius,28031,US,47123,2012-01-31,ELEC
36.149969,-81.202184,1933 US Highway 421B,NC,Wilkesboro,28697,US,47042,2012-01-31,ELEC
35.44411,-79.1282,3305 NC Highway 87 S,NC,Sanford,27332,US,47035,2012-01-31,ELEC
35.94869,-78.53696,11120 Capital Blvd,NC,Wake Forest,27587,US,47040,2012-01-31,ELEC
35.334675,-81.892822,156 Oak St Extension,NC,Forest City,28043,US,46996,2012-01-31,ELEC
35.334675,-81.892822,156 Oak St Extension,NC,Forest City,28043,US,46997,2012-01-31,ELEC
35.261109,-81.139708,2755 E Franklin Blvd,NC,Gastonia,28054,US,46998,2012-01-31,ELEC
35.261109,-81.139708,2755 E Franklin Blvd,NC,Gastonia,28054,US,46999,2012-01-31,ELEC
36.06075,-79.87665,3900 W Wendover Ave,NC,Greensboro,27407,US,47003,2012-01-31,ELEC
36.06075,-79.87665,3900 W Wendover Ave,NC,Greensboro,27407,US,47004,2012-01-31,ELEC
35.57103078647148,-77.40756525263977,991 Greenville Blvd SW,NC,Greenville,27834,US,47005,2012-01-31,ELEC
35.57103078647148,-77.40756525263977,991 Greenville Blvd SW,NC,Greenville,27834,US,47006,2012-01-31,ELEC
35.301937,-82.440374,1340 Spartanburg Hwy,NC,Hendersonville,28792,US,47008,2012-01-31,ELEC
35.94869,-78.53696,11120 Capital Blvd,NC,Wake Forest,27587,US,47041,2012-01-31,ELEC
35.71014,-81.32118,840 US Highway 70 SE,NC,Hickory,28602,US,47010,2012-01-31,ELEC
35.71014,-81.32118,840 US Highway 70 SE,NC,Hickory,28602,US,47011,2012-01-31,ELEC
34.761337,-77.381386,310 Western Blvd,NC,Jacksonville,28546,US,47013,2012-01-31,ELEC
35.301937,-82.440374,1340 Spartanburg Hwy,NC,Hendersonville,28792,US,47009,2012-01-31,ELEC
35.048239,-77.014397,3315 Highway 70 E,NC,New Bern,28560,US,47018,2012-01-31,ELEC
