State,zip,Registration Date,Vehicle Make,Vehicle Model,Vehicle Model Year,Drivetrain Type,Vehicle GVWR Class,Vehicle Category,Vehicle Count,DMV Snapshot ID,DMV Snapshot (Date),Latest DMV Snapshot Flag
VT,05146,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05052,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05151,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05477,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05408,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05465,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05759,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05146,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05474,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05001,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05465,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05738,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05151,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,10801,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05674,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,29673,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,11784,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05738,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05674,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05667,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,11559,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05453,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05362,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05759,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05667,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05661,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,11559,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05059,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05059,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05667,1/1/2022,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,8,DMV Direct (1/25/2022),False
VT,05143,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05486,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05458,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05655,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05362,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05486,1/1/2022,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,8,DMV Direct (1/25/2022),False
VT,05656,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05253,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05738,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,11559,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05477,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05158,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05158,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05404,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05672,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05477,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,11559,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,11784,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05458,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05001,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05032,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05760,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05362,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05674,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05602,1/1/2022,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,8,DMV Direct (1/25/2022),False
VT,05641,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05655,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05052,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05058,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05851,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05655,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05158,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05841,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05408,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05759,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05672,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05672,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05732,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05058,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05101,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05101,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05760,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05486,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05143,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05641,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05032,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05487,1/1/2022,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,8,DMV Direct (1/25/2022),False
VT,05641,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05101,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05832,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,11784,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05043,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05656,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05101,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05052,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,10801,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05302,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05738,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,29673,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05674,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05859,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05851,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05676,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05465,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05859,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05151,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05465,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05253,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05253,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05032,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05667,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05043,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05059,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05851,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05059,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05732,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05146,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05487,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05760,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05487,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05732,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05487,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05001,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05032,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05151,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,10801,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05832,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05158,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,10801,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05859,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05474,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05667,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05760,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05676,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,11784,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05676,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05655,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05641,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05453,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05841,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05043,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05363,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05401,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05486,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05482,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05363,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05401,1/1/2022,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,8,DMV Direct (1/25/2022),False
VT,05486,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05301,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05482,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05401,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05301,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05494,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05494,1/1/2022,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,8,DMV Direct (1/25/2022),False
VT,05482,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05401,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05494,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05468,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05482,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05363,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05494,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05401,1/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05486,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05486,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05301,6/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05494,3/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05363,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05452,10/1/2023,TESLA,MODEL 3,2022,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05257,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05408,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05477,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05403,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05821,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05655,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05494,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05445,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05462,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05301,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05819,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05821,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05495,1/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05821,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05478,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05452,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05408,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05462,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05445,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05477,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05494,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05452,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05401,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05445,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05494,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05446,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05055,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05602,1/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05482,6/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,11,DMV Snapshot (6/24/2023),False
VT,05055,1/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05455,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05482,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05654,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05701,1/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
VT,05495,3/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,10,DMV Snapshot (3/23/2023),False
VT,05860,10/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,12,DMV Snapshot (10/2/2023),True
VT,05482,1/1/2023,TESLA,MODEL 3,2023,BEV,1,Light-Duty (Class 1-2A),1,9,DMV Snapshot (1/10/2023),False
